Date,Andrew Burch,Oliver Patton,Luke Heuer,Joe Edwards
04.09.14,2.300,2.200,2.250,2.000
04.16.14,2.050,2.200,2.403,2.200
09.09.15,1.733,2.200,2.271,2.221
09.16.15,1.667,2.200,2.200,2.436
